,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
415,spotify:track:5p3JunprHCxClJjOmcLV8G,50,Walk On the Wild Side,12/1/1972,75,FALSE,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173
416,spotify:track:2Aqc48sn8He26hmTvQ2BMj,14,Hey,4/17/1989,67,FALSE,0.59,0.317,7,-15.014,1,0.0307,0.000877,0.000867,0.0745,0.33,99.81,211440
417,spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,84,Where Is My Mind?,1988,75,FALSE,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,236973
419,spotify:track:4UJ1AKSbXAbPlPVFe66wK7,10,Gypsy Woman (She's Homeless) - Radio Edit,1/1/2007,62,FALSE,0.487,0.749,2,-8.749,0,0.0371,0.022,0.00324,0.0548,0.542,120.038,217760
420,spotify:track:0bRXwKfigvpKZUurwqAlEh,74,Lovely Day,10/29/1977,75,FALSE,0.69,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.918,254560
427,spotify:track:3xBGFVU2b2PV556Q3ebsQH,13,Didn't I,1/24/2005,43,FALSE,0.377,0.387,5,-11.688,1,0.029,0.89,0.427,0.108,0.644,149.126,209187
429,spotify:track:6cBhKpoE1GNqEtwqGScyBy,13,Brothers On The Slide,8/16/2013,60,FALSE,0.789,0.602,7,-10.192,0,0.198,0.3,0.00549,0.0737,0.804,109.923,251400
439,spotify:track:1GLmaPfulP0BrfijohQpN5,15,Don't Worry Baby - Remastered 2001,3/2/1964,65,FALSE,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,169933
443,spotify:track:1r8oPEXqnhUVgkUkJNqEuF,14,Love Will Tear Us Apart - 2010 Remaster,2010,63,FALSE,0.525,0.902,2,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83,204621
454,spotify:track:3Ty7OTBNSigGEpeW2PqcsC,17,Glory Box,1/1/1994,67,FALSE,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,308627
456,spotify:track:67Hna13dNDkZvBpTXRIaOJ,28,Teardrop,1/1/1998,69,FALSE,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,330773
464,spotify:track:5DTOOkooKFUvWj1XQTFa09,32,The End of the World,5/23/1994,60,FALSE,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93E-06,0.246,0.432,94.268,157573
473,spotify:track:3NWTRZ0A8xKlBP1qgNftql,19,Special Affair,6/26/2015,63,TRUE,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,176187
477,spotify:track:3dzW0SoVNyJTWWJimX8stj,13,She's Not There,3/1/1965,63,FALSE,0.523,0.803,4,-5.189,0,0.045,0.579,0,0.0948,0.898,132.316,145293
482,spotify:track:5PQmSHzWnlgG4EBuIqjac2,23,If I Ruled the World (Imagine That) (feat. Lauryn Hill),7/2/1996,69,TRUE,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43E-06,0.0519,0.523,93.908,282373
483,spotify:track:3uPfVXcjnpOjyzI3jb3js4,17,Fly,6/20/1997,65,FALSE,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,244640
484,spotify:track:3hc7PLcmuZbJGPjhIore1i,25,Too Little Too Late - 2018,12/20/2018,67,FALSE,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,223533
485,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,152,In The Air Tonight - 2015 Remastered,1/1/1981,77,FALSE,0.446,0.239,0,-13.945,1,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,336453
487,spotify:track:64D3dzWyj0GpQT1AHx4kbK,94,Panic - 2011 Remaster,1987,61,FALSE,0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,140507
488,spotify:track:3D8dwH690MXQRhtIZTSS9c,32,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",11/1/1973,66,FALSE,0.406,0.188,7,-13.039,1,0.0324,0.852,0,0.105,0.629,120.757,245533
489,spotify:track:4Ke1CYcm2wYDFlOhziFFjK,102,Fever,5/1/1960,54,FALSE,0.833,0.0756,4,-20.822,0,0.147,0.314,0,0.111,0.338,136.007,202693
490,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,102,Survivor,5/1/2001,71,FALSE,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,254027
491,spotify:track:3MrRksHupTVEQ7YbA0FsZK,129,The Final Countdown,1986,75,FALSE,0.536,0.844,6,-6.918,0,0.058,0.0628,0.00084,0.0608,0.185,117.652,310333
492,spotify:track:1i6N76fftMZhijOzFQ5ZtL,58,Psycho Killer - 2005 Remaster,9/16/1977,72,FALSE,0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,261413
493,spotify:track:04KTF78FFg8sOHC1BADqbY,69,Hot In Herre,6/25/2002,72,TRUE,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075,228240
494,spotify:track:2cmRpmO04TLaKPzmAzySYZ,50,Dance Yrself Clean,5/17/2010,64,FALSE,0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,536471
495,spotify:track:7qU7vhCPKhkDiJYGoboISc,34,Apocalypse Dreams,1/1/2012,58,FALSE,0.496,0.929,8,-2.279,1,0.0503,0.249,0.131,0.0677,0.267,127.998,356947
496,spotify:track:4MzGM692jKGkNSQ7qzeTaJ,20,Fever,3/24/2014,55,FALSE,0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,246307
497,spotify:track:4fPBB44eDH71YohayI4eKV,50,You Only Live Once,1/3/2006,69,FALSE,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,189227
499,spotify:track:7cv28LXcjAC3GsXbUvXKbX,99,I Will Survive - Single Version,1/1/2000,71,FALSE,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,198066
500,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ,23,Sunday Bloody Sunday - Remastered 2008,2/28/1983,72,FALSE,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440
501,spotify:track:3LmpQiFNgFCnvAnhhvKUyI,26,Stayin' Alive - Remastered Version,11/9/2004,1,FALSE,0.675,0.899,10,-6.124,0,0.0418,0.0696,0.000139,0.33,0.91,103.683,285200
502,spotify:track:20OFwXhEXf12DzwXmaV7fj,41,Bad Moon Rising,8/3/1969,78,FALSE,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87E-06,0.063,0.942,178.946,141600
503,spotify:track:6Xprc4GuCejWA3BjU5knyw,13,Do You Wanna Touch Me (Oh Yeah),1/23/1981,52,FALSE,0.572,0.836,11,-3.159,1,0.0867,0.0247,0.000221,0.159,0.726,127.667,226520
504,spotify:track:635mzxhITS1xY3AVSLKgyD,13,Breathe,6/24/2003,54,FALSE,0.644,0.753,6,-4.296,1,0.0391,0.0279,0.00227,0.108,0.209,117.148,211773
505,spotify:track:1OxcIUqVmVYxT6427tbhDW,44,Fly Away,5/12/1998,70,FALSE,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,221333
506,spotify:track:1HNE2PX70ztbEl6MLxrpNL,25,In Too Deep,1/1/2001,74,FALSE,0.568,0.844,9,-5.875,1,0.0505,0.000189,0,0.0607,0.766,116.046,207093
507,spotify:track:7L2iZa0yNoW8DSwCs2OAw3,48,Shake the Disease,11/11/1985,47,FALSE,0.618,0.373,2,-18.621,0,0.0296,0.443,0.00599,0.0995,0.649,117.038,285400
509,spotify:track:7xyYsOvq5Ec3P4fr6mM9fD,48,Hysteria,3/23/2004,69,FALSE,0.412,0.92,9,-4.852,0,0.0575,0.000456,0.0026,0.11,0.455,93.162,227440
510,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,16,I Don't Want to Wait,1996,60,FALSE,0.41,0.468,11,-8.177,1,0.0553,0.298,1.19E-05,0.0426,0.475,177.508,320027
511,spotify:track:4VZDv8sASBS8UruUBGTFdk,39,Hold On,1/1/1990,68,FALSE,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,266867
513,spotify:track:62bOmKYxYg7dhrC6gH9vFn,74,Bye Bye Bye,3/21/2000,71,FALSE,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400
514,spotify:track:3sRQJYlA7P4oIRUwy8Im9r,69,Isolation - 2010 Mix,12/11/1970,50,FALSE,0.571,0.0788,2,-15.284,1,0.0393,0.909,0.00921,0.0794,0.254,115.726,172253
515,spotify:track:4esOae7i4rqTbAu9o5Pxco,29,Girl on Fire,11/18/2012,76,FALSE,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920
516,spotify:track:0Qv7xi6uPSqH2k82tOkGSt,72,Mad World,3/7/1983,65,FALSE,0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,215400
517,spotify:track:2PFIZFcGry0po3ZfRZkzKc,24,Hysteria,8/3/1987,68,FALSE,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,354636
519,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,121,Temperature,9/26/2005,77,FALSE,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573
521,spotify:track:0mZNKyrUmsrlDRoYHWsyMu,25,I Want A New Drug,1/1/2006,52,FALSE,0.672,0.897,2,-4.92,1,0.0541,0.0786,6.40E-06,0.389,0.777,110.289,211840
524,spotify:track:1A5V1sxyCLpKJezp75tUXn,51,Closing Time,1/1/2003,68,FALSE,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21E-06,0.115,0.274,91.854,274160
525,spotify:track:4hWUOIDHda9XOb1zDchftP,33,Too Much Time On My Hands,1/1/1981,57,FALSE,0.799,0.404,11,-13.597,0,0.0461,0.11,0,0.387,0.893,131.012,271267
527,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,17,Take Me Home Tonight,10/15/1986,69,FALSE,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41E-06,0.0942,0.748,132.699,211160
528,spotify:track:6sleEAnBH0sZMe0pOQNidG,32,Stand Back,8/30/1991,56,FALSE,0.638,0.783,11,-9.455,0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,297093
529,spotify:track:30cSNer6TV8x2utjULVeQ5,80,SOS,4/10/2006,69,FALSE,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,238920
536,spotify:track:4P5KoWXOxwuobLmHXLMobV,25,Come As You Are,9/26/1991,72,FALSE,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
539,spotify:track:4uLU6hMCjMI75M1A2tKUQC,67,Never Gonna Give You Up,11/12/1987,77,FALSE,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79E-05,0.108,0.914,113.309,213573
542,spotify:track:1jzDzZWeSDBg5fhNc3tczV,49,Paranoid,9/18/1970,77,FALSE,0.429,0.631,4,-11.514,0,0.0769,7.85E-05,0.00411,0.175,0.376,162.734,168440
543,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,33,We Are The Champions - Remastered 2011,10/28/1977,75,FALSE,0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,179200
544,spotify:track:1eOHw1k2AoluG4VyjBHLzX,46,Everytime We Touch,2/21/2006,65,FALSE,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56E-05,0.41,0.495,142.049,196467
546,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,94,In the End,10/24/2000,83,FALSE,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,216880
556,spotify:track:20I6sIOMTCkB6w7ryavxtO,49,Call Me Maybe,1/1/2012,76,FALSE,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400
565,spotify:track:5UgT7w6zVZjP3oyawMzbiK,77,The End,1/4/1967,61,TRUE,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17E-05,0.14,0.0332,105.702,703373
566,spotify:track:5EYdTPdJD74r9EVZBztqGG,30,The Bad Touch,10/4/1999,71,TRUE,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,260507
567,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,91,Don't Stop Me Now - 2011 Mix,11/10/1978,82,FALSE,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413
569,spotify:track:4YXwvMkVmoNQR4UCn2VcEr,15,Virus,1/17/2020,60,FALSE,0.656,0.871,3,-4.19,1,0.178,0.00773,6.23E-05,0.101,0.317,129.036,142408
570,spotify:track:5HAjss9faCAowGY8dM24r6,18,Is There Anybody Out There?,11/30/1979,56,FALSE,0.307,0.0742,9,-27.159,0,0.0359,0.723,0.308,0.11,0.0394,118.591,161595
571,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,114,Feel It Still,6/16/2017,79,FALSE,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253
572,spotify:track:3mRM4NM8iO7UBqrSigCQFH,81,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",1/1/1979,78,FALSE,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373
583,spotify:track:1mXn06tfez5UnQyLnRlhXG,10,Bring Me to Life,7/4/2020,34,FALSE,0.803,0.318,6,-13.537,1,0.063,0.531,0.907,0.118,0.177,84.988,95873
602,spotify:track:1g4wvMjdWY10boowNLbM6K,10,Easy,6/20/2020,38,FALSE,0.774,0.22,6,-11.861,1,0.0994,0.788,0.546,0.212,0.501,169.987,80471
603,spotify:track:71eIu0IMCqCQJheFErvbiD,10,Early Morning Without Coffee,6/20/2020,38,FALSE,0.672,0.213,6,-10.273,0,0.0554,0.236,0.771,0.267,0.282,85.014,112941
608,spotify:track:43F6jEYYPuz9r4hRoTz5HS,10,Breakfast,6/12/2020,33,FALSE,0.663,0.185,3,-11.52,0,0.114,0.778,0.276,0.138,0.264,164.046,117073
610,spotify:track:4t5SJ59t0wMZkp7QtkLwkX,10,Everything,6/12/2020,43,FALSE,0.789,0.224,9,-12.765,0,0.0525,0.837,0.422,0.116,0.137,80.012,135000
611,spotify:track:0RxEfTamMWY6jNg9XfH9dC,10,Rainy Days,6/16/2020,32,FALSE,0.642,0.222,2,-9.845,1,0.0428,0.89,0.832,0.102,0.0498,85.001,112941
613,spotify:track:3JeLRXZaxfF5HAR9DRarN6,11,Underwater,5/29/2020,41,FALSE,0.586,0.274,2,-11.865,1,0.0321,0.862,0.398,0.105,0.119,95.016,113684
616,spotify:track:4VD4IXItQJJ4aXEfExFDzJ,10,Horizon,6/3/2020,34,FALSE,0.75,0.233,4,-13.538,0,0.159,0.607,0.558,0.197,0.173,89.959,149333
618,spotify:track:10K2f0jg9gtxjoptPRq5JV,10,Night Grill,5/26/2020,38,FALSE,0.824,0.201,6,-11.7,1,0.0917,0.417,0.795,0.33,0.486,89.985,106667
623,spotify:track:7CWWBEdufuTkz74iVkoqRS,10,Quarantanning,5/8/2020,38,FALSE,0.452,0.166,4,-19.287,0,0.0463,0.612,0.896,0.0776,0.214,89.945,106667
624,spotify:track:3Fc5CPJHgEPc4pTj7vcCxa,10,Morning Ribs,6/16/2020,32,FALSE,0.889,0.133,1,-12.253,0,0.0657,0.834,0.0375,0.0875,0.378,85.084,104471
630,spotify:track:5sX1HMfGlTPyIqpuziopsl,10,Playground,5/1/2020,40,FALSE,0.73,0.166,3,-16.27,1,0.0829,0.918,0.509,0.0938,0.267,75.007,102400
631,spotify:track:4OWFKyIuXMuDmdPq5ws7E5,10,Calls from Berlin,6/8/2020,34,FALSE,0.68,0.24,9,-13.978,0,0.0698,0.785,0.0182,0.135,0.133,79.928,126000
635,spotify:track:1S71wE2XR7kncGS26vmi95,10,Solo Riff,4/24/2020,37,FALSE,0.439,0.338,11,-11.878,1,0.0992,0.847,0.95,0.179,0.0394,162.067,96000
636,spotify:track:1uZJtu5w4Q5VUPAzlL1agL,10,Umbrella,6/15/2020,31,FALSE,0.81,0.416,5,-14.068,0,0.0612,0.258,0.868,0.233,0.116,89.989,109333
638,spotify:track:4rR61I6kR233fBiBKFmRsJ,10,History,6/11/2020,33,FALSE,0.742,0.246,7,-15.305,1,0.0492,0.775,0.856,0.0513,0.191,89.998,132000
676,spotify:track:4caiYv89C9GZdDD1RzshWd,14,It's Raining Men - Single Version,4/29/2008,58,FALSE,0.66,0.927,5,-5.867,0,0.156,0.461,5.73E-05,0.699,0.458,136.247,211533
678,spotify:track:0SNGe4xksgp7CGnY5kMXOJ,18,Every Breath You Take,10/27/2017,66,FALSE,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,251573
679,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,47,Beat It - Single Version,11/30/1982,77,FALSE,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98E-06,0.197,0.915,138.858,258040
680,spotify:track:0OMRAvrtLWE2TvcXorRiB9,29,La Gozadera (feat. Marc Anthony),4/22/2016,73,FALSE,0.616,0.989,9,-1.698,0,0.0483,0.166,0,0.172,0.902,95.036,203160
681,spotify:track:1m0UFnuTktOkksvjbF9z0m,10,Ramenez la coupe à la maison,7/20/2018,67,FALSE,0.808,0.661,0,-6.237,0,0.0395,0.0358,0,0.138,0.804,107.992,235556
682,spotify:track:6WCeFNVAXUtNczb7lqLiZU,31,Crocodile Rock,1/22/1973,71,FALSE,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51E-05,0.0591,0.968,149.91,235440
683,spotify:track:2iuZJX9X9P0GKaE93xcPjk,42,Sugar,9/2/2014,80,TRUE,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493
685,spotify:track:6PfQB3xEbIlky1dXOb3Yyh,13,Amigos para Siempre,6/23/1992,54,FALSE,0.705,0.845,1,-10.123,1,0.0445,0.343,2.31E-06,0.0634,0.925,117.652,264827
687,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,105,Wake Me Up,9/13/2013,84,FALSE,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
688,spotify:track:5ZULALImTm80tzUbYQYM9d,61,Dance Monkey,8/29/2019,83,FALSE,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438
690,spotify:track:2Foc5Q5nqNiosCNqttzHof,49,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,4/19/2013,77,FALSE,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248413
692,spotify:track:3U4isOIWM3VvDubwSI3y7a,66,All of Me,8/30/2013,85,FALSE,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560
693,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,24,Boulevard of Broken Dreams,2004,72,TRUE,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54E-05,0.0383,0.506,167.046,261267
695,spotify:track:7Cuk8jsPPoNYQWXK9XRFvG,83,September,4/17/2018,75,FALSE,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080
696,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,30,Sultans Of Swing,10/7/1978,79,FALSE,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,348624
697,spotify:track:7e89621JPkKaeDSTQ3avtg,66,Sweet Home Alabama,4/15/1974,82,FALSE,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800
698,spotify:track:7CHi4DtfK4heMlQaudCuHK,222,Lose Control,10/11/2019,87,FALSE,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387
699,spotify:track:0sf12qNH5qcw8qpgymFOqD,492,Blinding Lights,11/29/2019,59,FALSE,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573
700,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,96,Piece Of Your Heart,2/1/2019,84,FALSE,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913
701,spotify:track:3ntrdR24dLkKrzSGRv1FlH,14,Stand By Me - 2010 Mix,2/17/1975,65,FALSE,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667
702,spotify:track:3gdewACMIVMEWVbyb8O9sY,95,"Rocket Man (I Think It's Going To Be A Long, Long Time)",5/19/1972,81,FALSE,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,281613
704,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,66,Sweet Caroline,6/6/1969,78,FALSE,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573
706,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,256,Tusa,11/7/2019,91,FALSE,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960
707,spotify:track:6b8Be6ljOzmkOmFslEb23P,46,24K Magic,11/17/2016,78,FALSE,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983
708,spotify:track:0tgVpDi06FyKpA1z0VMD4v,74,Perfect,3/3/2017,86,FALSE,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400
709,spotify:track:4iVVU8DyQvOVsKafv3KWIF,10,Leave a Light On,3/1/2019,64,FALSE,0.585,0.625,5,-5.94,1,0.109,0.0146,1.80E-06,0.131,0.28,68.68,185863
710,spotify:track:5cF0dROlMOK5uNZtivgu50,37,Attention,5/11/2018,81,FALSE,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33E-05,0.134,0.797,100.066,208787
711,spotify:track:0pqnGHJpmpxLKifKRmU6WP,68,Believer,6/23/2017,87,FALSE,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347
712,spotify:track:2P4OICZRVAQcYAV2JReRfj,39,Waiting For Love,10/2/2015,78,FALSE,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,230613
713,spotify:track:5txoZyuAmtCfmDjUCEphWm,10,Somebody To Love - 2011 Mix,10/19/2018,66,FALSE,0.466,0.698,8,-6.967,1,0.0629,0.164,0,0.127,0.349,109.772,295733
714,spotify:track:7aE5WXu5sFeNRh3Z05wwu4,19,Wish You Were Here - 2011 Remastered Version,9/12/1975,70,FALSE,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744
716,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,111,Highway to Hell,7/27/1979,83,FALSE,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400
717,spotify:track:0yJvWbn8xQKiDZ84VN5lQG,10,"De Do Do Do, De Da Da Da",10/3/1980,61,FALSE,0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,247293
721,spotify:track:300YN8ebGB90nDuzgz0f3O,10,Killer Queen - 2011 Mix,10/19/2018,66,FALSE,0.526,0.64,10,-6.374,1,0.0472,0.365,1.30E-06,0.0958,0.622,117.132,179356
722,spotify:track:1nQRg9q9uwALGzouOX5OyQ,36,Radio Ga Ga - 2011 Mix,2/27/1984,75,FALSE,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,348227
728,spotify:track:3yzHIAzk3zVE1WgspS8W21,12,Vivir Así Es Morir de Amor,1/2/1978,62,FALSE,0.527,0.689,8,-5.684,1,0.0681,0.614,0,0.381,0.691,102.24,210133
729,spotify:track:6Tnnk7MAnZiDx67DJN2hnx,13,Mi gran noche,12/30/1967,58,FALSE,0.645,0.653,9,-7.183,1,0.0629,0.579,0,0.0726,0.868,138.498,180867
731,spotify:track:6DXLO8LndZMVOHM0wNbpzg,13,Danza Kuduro,1/1/2010,71,FALSE,0.699,0.917,0,-4.897,1,0.115,0.078,0,0.065,0.889,130.04,198787
732,spotify:track:1RouRzlg8OKFeqc6LvdxmB,12,Felices los 4,5/18/2018,75,FALSE,0.766,0.756,5,-5.861,1,0.132,0.213,0,0.349,0.716,94.027,230000
733,spotify:track:1khmgu0pveJbkbpbkyvcQv,53,La Romana,12/23/2018,74,TRUE,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579
734,spotify:track:5iwz1NiezX7WWjnCgY5TH4,58,Calma - Remix,10/5/2018,82,FALSE,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200
735,spotify:track:6De0lHrwBfPfrhorm9q1Xl,37,Me Rehúso,6/16/2017,76,FALSE,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715
738,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,114,Livin' On A Prayer,8/16/1986,83,FALSE,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293
739,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,48,It's My Life,1/1/2000,77,FALSE,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35E-05,0.347,0.544,119.992,224493
740,spotify:track:3Au6174rC3JSzZN5BhCl3D,14,I Want To Break Free - Single Remix,2/27/1984,1,FALSE,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.951,258013
741,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,53,Happy Together,1967,74,FALSE,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38E-05,0.0818,0.588,120.175,176293
743,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,78,Uptown Funk (feat. Bruno Mars),1/12/2015,81,FALSE,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667
744,spotify:track:0ATzislS5SvAp69hjHczej,14,Solo Se Vive una Vez,5/6/1996,53,FALSE,0.743,0.971,6,-4.83,1,0.0533,0.046,9.74E-06,0.0431,0.978,101.998,211867
746,spotify:track:1Wrzhfa5bNlqvsnCztz190,21,Devuélveme a mi chica,1985,71,FALSE,0.603,0.843,9,-7.597,0,0.0557,0.0031,0.0337,0.445,0.503,172.676,194867
747,spotify:track:4Clmg1g8n2yBYG13Z1oSdG,82,Baila Conmigo (feat. Kelly Ruiz),12/28/2018,81,FALSE,0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,189818
748,spotify:track:6K8qKeWo5MsFED7wCR6Kop,14,Sing,6/21/2014,69,FALSE,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22E-06,0.0601,0.939,119.988,235382
749,spotify:track:7MKO7rUZzjw8p87zdZDgqa,12,Besos,2005,63,FALSE,0.576,0.909,10,-3.306,1,0.0523,0.00679,4.42E-06,0.134,0.544,104.971,145827
750,spotify:track:1uAjXdRxH2PBCKGSWPagGJ,12,Libre,1/1/1976,55,FALSE,0.361,0.527,2,-10.366,1,0.0288,0.719,0,0.403,0.499,90.368,249333
